source_page,link_href_(redirecting),anchor_text,region,nofollow,final_url,final_status,hops
https://www.gjel.com/car-accident-lawyers/car-accident-attorneys-healdsburg,https://www.gjel.com/attorneys/,View All Attorneys,boiler-class,False,https://www.gjel.com/attorneys,200,1
https://www.gjel.com/car-accident-lawyers/car-accident-attorneys-hercules,https://www.gjel.com/attorneys/,View All Attorneys,boiler-class,False,https://www.gjel.com/attorneys,200,1
https://www.gjel.com/car-accident-lawyers/car-accident-attorneys-huron,https://www.gjel.com/attorneys/,View All Attorneys,boiler-class,False,https://www.gjel.com/attorneys,200,1
https://www.gjel.com/car-accident-lawyers/car-accident-attorneys-isleton,https://www.gjel.com/attorneys/,View All Attorneys,boiler-class,False,https://www.gjel.com/attorneys,200,1
https://www.gjel.com/car-accident-lawyers/car-accident-attorneys-kerman,https://www.gjel.com/attorneys/,View All Attorneys,boiler-class,False,https://www.gjel.com/attorneys,200,1
https://www.gjel.com/car-accident-lawyers/car-accident-attorneys-kingsburg,https://www.gjel.com/attorneys/,View All Attorneys,boiler-class,False,https://www.gjel.com/attorneys,200,1
https://www.gjel.com/car-accident-lawyers/car-accident-attorneys-lafayette,https://www.gjel.com/attorneys/,View All Attorneys,boiler-class,False,https://www.gjel.com/attorneys,200,1
https://www.gjel.com/car-accident-lawyers/car-accident-attorneys-lathrop,https://www.gjel.com/attorneys/,View All Attorneys,boiler-class,False,https://www.gjel.com/attorneys,200,1
https://www.gjel.com/car-accident-lawyers/car-accident-attorneys-lodi,https://www.gjel.com/attorneys/,View All Attorneys,boiler-class,False,https://www.gjel.com/attorneys,200,1
https://www.gjel.com/car-accident-lawyers/car-accident-attorneys-los-altos,https://www.gjel.com/attorneys/,View All Attorneys,boiler-class,False,https://www.gjel.com/attorneys,200,1
https://www.gjel.com/car-accident-lawyers/car-accident-attorneys-los-altos-hills,https://www.gjel.com/attorneys/,View All Attorneys,boiler-class,False,https://www.gjel.com/attorneys,200,1
